feed_url	site_name	lang	feed_kind	title	item_url	published	collected
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	الكتاب المقدس لمستشار الأزواج	https://feedpress.me/link/19277/17356073/6866-542-8077	2026-06-17T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	هل يجب أن يكون يسوع هو رقم واحد بالنسبة لي؟	https://feedpress.me/link/19277/17338122/2803-542-8068	2026-06-15T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	وداعاً للخوف من المستقبل!	https://feedpress.me/link/19277/17359716/6866-542-8035	2026-06-12T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	سعادة الخبز	https://feedpress.me/link/19277/16321419/3178-542-7559	2026-06-10T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	أكثر من مجرد فن الخط	https://feedpress.me/link/19277/16301256/3178-542-7543	2026-06-08T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	مكتبة لم تغلق أبوابها قط	https://feedpress.me/link/19277/17354324/2270-542-8069	2026-06-05T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	ما هو عيد كوربوس كريستي؟	https://feedpress.me/link/19277/17059236/2803-542-7927	2026-06-04T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	تعزيز الإبداع	https://feedpress.me/link/19277/16780169/6866-542-7757	2026-06-02T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	عندما يصبح القهوة فناً	https://feedpress.me/link/19277/16494203/3178-542-7619	2026-05-31T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	سجادة حمراء خلف القضبان	https://feedpress.me/link/19277/17339194/3178-542-8073	2026-05-29T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	ما هي الصهيونية المسيحية؟	https://feedpress.me/link/19277/17348361/2270-542-8065	2026-05-26T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	الروح القدس: هبة أُسيء فهمها	https://feedpress.me/link/19277/14565547/2803-542-3341	2026-05-23T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	الكنائس وحزب البديل من أجل ألمانيا	https://feedpress.me/link/19277/17344485/2270-542-8075	2026-05-20T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	عندما يتغلب نبضك على عقلك	https://feedpress.me/link/19277/17343003/2803-542-8067	2026-05-18T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	الفرح ضروري للحياة	https://feedpress.me/link/19277/17342151/6866-542-8064	2026-05-16T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	يوم الصعود: صغير لكنه عظيم	https://feedpress.me/link/19277/14565573/2803-542-3326	2026-05-14T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	معًا في رحلة عبر الحياة	https://feedpress.me/link/19277/17337956/6866-542-8060	2026-05-11T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	البحث عن الصوت الشافي	https://feedpress.me/link/19277/16274274/3178-542-7530	2026-05-09T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	بيديك في العجين	https://feedpress.me/link/19277/17335089/6866-542-8055	2026-05-06T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	"أستطيع أن أتعلم شيئاً من الجميع."	https://feedpress.me/link/19277/17331288/3178-542-8066	2026-05-04T00:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	مريم والحبل بلا دنس	https://www.evangelium21.net/media/5204/maria-und-die-unbefleckte-empfaengnis	2026-06-16T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	الثقة بالله	https://www.evangelium21.net/media/5202/gott-vertrauen	2026-06-15T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	التفكير في المحتوى طويل الأجل للعمل مع الشباب	https://www.evangelium21.net/media/4653/inhalte-der-jugendarbeit-langfristig-denken	2026-06-15T13:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	إذا كان أطفالك هم المسؤولون	https://www.evangelium21.net/media/5200/wenn-deine-kinder-das-sagen-haetten	2026-06-12T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	الفن والإيمان	https://www.evangelium21.net/media/5198/kunst-und-glaube	2026-06-11T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	هل أسكت يسوع الآخرين؟	https://www.evangelium21.net/media/5196/brachte-jesus-andere-zum-schweigen	2026-06-10T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	لا أحد كامل	https://www.evangelium21.net/media/5194/nobodys-perfect	2026-06-09T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	"هل لي أن أشبك ذراعي؟"	https://www.evangelium21.net/media/5193/darf-ich-mich-unterhaken	2026-06-08T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	اكتشاف قوة الإرشاد الشخصي في اتباع يسوع (الجزء الثاني: كيف يكون الإرشاد؟)	https://www.evangelium21.net/media/5192/die-kraft-persoenlicher-begleitung-in-der-jesusnachfolge-entdecken-teil-2-wie-begleitung	2026-06-08T09:01:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	اكتشاف قوة الإرشاد الشخصي في اتباع يسوع (الجزء الأول: لماذا الإرشاد؟)	https://www.evangelium21.net/media/5191/die-kraft-persoenlicher-begleitung-in-der-jesusnachfolge-entdecken-teil-1-warum-begleitung	2026-06-08T09:00:00+02:00	
