feed_url	site_name	lang	feed_kind	title	item_url	published	collected
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Bíblia para conselheiros de casais	https://feedpress.me/link/19277/17356073/6866-542-8077	2026-06-17T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Jesus precisa ser o meu número 1?	https://feedpress.me/link/19277/17338122/2803-542-8068	2026-06-15T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Adeus ao medo do futuro!	https://feedpress.me/link/19277/17359716/6866-542-8035	2026-06-12T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Pão da felicidade	https://feedpress.me/link/19277/16321419/3178-542-7559	2026-06-10T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Mais do que apenas caligrafia	https://feedpress.me/link/19277/16301256/3178-542-7543	2026-06-08T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Uma biblioteca que nunca fechava	https://feedpress.me/link/19277/17354324/2270-542-8069	2026-06-05T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	O que é Corpus Christi?	https://feedpress.me/link/19277/17059236/2803-542-7927	2026-06-04T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Estimule a criatividade	https://feedpress.me/link/19277/16780169/6866-542-7757	2026-06-02T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Quando o café se transforma em arte.	https://feedpress.me/link/19277/16494203/3178-542-7619	2026-05-31T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Um tapete vermelho atrás das grades	https://feedpress.me/link/19277/17339194/3178-542-8073	2026-05-29T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	O que é o sionismo cristão?	https://feedpress.me/link/19277/17348361/2270-542-8065	2026-05-26T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	O Espírito Santo: O Dom Mal Compreendido	https://feedpress.me/link/19277/14565547/2803-542-3341	2026-05-23T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	As igrejas e o AfD	https://feedpress.me/link/19277/17344485/2270-542-8075	2026-05-20T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Quando seu pulso domina sua mente.	https://feedpress.me/link/19277/17343003/2803-542-8067	2026-05-18T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	A alegria é essencial para a vida.	https://feedpress.me/link/19277/17342151/6866-542-8064	2026-05-16T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Dia da Ascensão: pequeno, mas poderoso	https://feedpress.me/link/19277/14565573/2803-542-3326	2026-05-14T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Juntos numa jornada pela vida	https://feedpress.me/link/19277/17337956/6866-542-8060	2026-05-11T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Em busca do som da cura	https://feedpress.me/link/19277/16274274/3178-542-7530	2026-05-09T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	Com as mãos na massa	https://feedpress.me/link/19277/17335089/6866-542-8055	2026-05-06T00:00:00+02:00	
https://www.erf.de/rss/erf-topthema	ERF.de - Topthema	DE	DEVOTIONAL	"Posso aprender algo com todos."	https://feedpress.me/link/19277/17331288/3178-542-8066	2026-05-04T00:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	Maria e a Imaculada Conceição	https://www.evangelium21.net/media/5204/maria-und-die-unbefleckte-empfaengnis	2026-06-16T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	Confiar em Deus	https://www.evangelium21.net/media/5202/gott-vertrauen	2026-06-15T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	Refletindo sobre o conteúdo a longo prazo do trabalho com jovens.	https://www.evangelium21.net/media/4653/inhalte-der-jugendarbeit-langfristig-denken	2026-06-15T13:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	Se seus filhos estivessem no comando	https://www.evangelium21.net/media/5200/wenn-deine-kinder-das-sagen-haetten	2026-06-12T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	Arte e Fé	https://www.evangelium21.net/media/5198/kunst-und-glaube	2026-06-11T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	Será que Jesus silenciou outros?	https://www.evangelium21.net/media/5196/brachte-jesus-andere-zum-schweigen	2026-06-10T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	Ninguém é perfeito.	https://www.evangelium21.net/media/5194/nobodys-perfect	2026-06-09T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	"Posso entrelaçar os braços?"	https://www.evangelium21.net/media/5193/darf-ich-mich-unterhaken	2026-06-08T17:00:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	Descobrindo o poder da orientação pessoal ao seguir Jesus (Parte 2: COMO orientação?)	https://www.evangelium21.net/media/5192/die-kraft-persoenlicher-begleitung-in-der-jesusnachfolge-entdecken-teil-2-wie-begleitung	2026-06-08T09:01:00+02:00	
https://www.evangelium21.net/feed.rss	Evangelium21 – Neuigkeiten	DE	DEVOTIONAL	Descobrindo o poder da orientação pessoal ao seguir Jesus (Parte 1: POR QUE orientação?)	https://www.evangelium21.net/media/5191/die-kraft-persoenlicher-begleitung-in-der-jesusnachfolge-entdecken-teil-1-warum-begleitung	2026-06-08T09:00:00+02:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Ampliando o alcance da revista 9Marks	https://www.9marks.org/2018/08/expanding-reach-of-the-9marks-journal/?utm_source=rss&utm_medium=rss&utm_campaign=expanding-reach-of-the-9marks-journal	2018-08-28T14:20:11+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Construindo Igrejas Saudáveis na África Subsaariana	https://www.9marks.org/2018/08/building-healthy-churches-in-sub-saharan-africa/?utm_source=rss&utm_medium=rss&utm_campaign=building-healthy-churches-in-sub-saharan-africa	2018-08-28T14:15:43+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Verão Internacional de Diretores na Europa | Fique ligado	https://www.9marks.org/2018/07/international-directors-summer-in-europe-2/?utm_source=rss&utm_medium=rss&utm_campaign=international-directors-summer-in-europe-2	2018-07-28T14:18:28+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Pequena presença, grande impacto na SBC	https://www.9marks.org/2018/06/small-footprint-big-impact-at-the-sbc/?utm_source=rss&utm_medium=rss&utm_campaign=small-footprint-big-impact-at-the-sbc	2018-06-28T14:20:49+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Verão de Diretores Internacionais na Europa	https://www.9marks.org/2018/06/international-directors-summer-in-europe/?utm_source=rss&utm_medium=rss&utm_campaign=international-directors-summer-in-europe	2018-06-28T14:13:02+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Orando juntos	https://www.9marks.org/2018/05/praying-together/?utm_source=rss&utm_medium=rss&utm_campaign=praying-together	2018-05-28T14:09:13+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	9Marks no SEBTS 2018 – Missões	https://www.9marks.org/2018/04/9marks-at-sebts-2018-missions/?utm_source=rss&utm_medium=rss&utm_campaign=9marks-at-sebts-2018-missions	2018-04-28T14:06:51+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	O que te emociona?	https://www.9marks.org/2017/03/what-moves-you/?utm_source=rss&utm_medium=rss&utm_campaign=what-moves-you	2017-03-28T14:05:18+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	O impacto de um homem em uma igreja: treinando pastores na Rússia.	https://www.9marks.org/2017/02/the-impact-of-one-man-with-a-church-training-pastors-in-russia/?utm_source=rss&utm_medium=rss&utm_campaign=the-impact-of-one-man-with-a-church-training-pastors-in-russia	2017-02-28T14:01:30+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Por que a Índia precisa de 9 pontos?	https://www.9marks.org/2013/02/blogwhy-india-needs-9marks/?utm_source=rss&utm_medium=rss&utm_campaign=blogwhy-india-needs-9marks	2013-02-09T10:00:11+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Novo site da 9Marks em espanhol!	https://www.9marks.org/2012/04/blognew-9marks-website-spanish/?utm_source=rss&utm_medium=rss&utm_campaign=blognew-9marks-website-spanish	2012-04-17T07:00:00+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Novo recurso multimídia: Jonathan Leeman sobre a Palavra de Deus	https://www.9marks.org/2011/06/blognew-multimedia-resource-jonathan-leeman-gods-word/?utm_source=rss&utm_medium=rss&utm_campaign=blognew-multimedia-resource-jonathan-leeman-gods-word	2011-06-07T07:57:37+00:00	
https://www.9marks.org/feed/	9Marks	EN	DEVOTIONAL	Semeando as sementes do Evangelho em Uganda	https://www.9marks.org/2011/05/blogsowing-gospel-seeds-uganda/?utm_source=rss&utm_medium=rss&utm_campaign=blogsowing-gospel-seeds-uganda	2011-05-12T14:55:20+00:00	
https://annvoskamp.com/feed/	Ann Voskamp	EN	DEVOTIONAL	Como a sua teologia se expressa na sua hospitalidade? Como podemos oferecer refúgio a Jesus?	https://annvoskamp.com/2026/06/how-is-your-theology-expressed-in-your-hospitality-how-can-we-offer-jesus-refuge/#utm_source=rss&utm_medium=rss&utm_campaign=how-is-your-theology-expressed-in-your-hospitality-how-can-we-offer-jesus-refuge	2026-06-15T15:08:07+00:00	
https://annvoskamp.com/feed/	Ann Voskamp	EN	DEVOTIONAL	Como a gratidão neste momento pode extinguir o medo e alimentar a esperança.	https://annvoskamp.com/2026/06/how-gratefulness-right-now-can-snuff-out-fear-fuel-hopefulness-2/#utm_source=rss&utm_medium=rss&utm_campaign=how-gratefulness-right-now-can-snuff-out-fear-fuel-hopefulness-2	2026-06-11T17:30:35+00:00	
https://annvoskamp.com/feed/	Ann Voskamp	EN	DEVOTIONAL	Só o melhor: Multivitaminas para o seu fim de semana {06.06.2026}	https://annvoskamp.com/2026/06/only-the-good-stuff-multivitamins-for-your-weekend-06-06-2026/#utm_source=rss&utm_medium=rss&utm_campaign=only-the-good-stuff-multivitamins-for-your-weekend-06-06-2026	2026-06-06T22:48:51+00:00	
https://annvoskamp.com/feed/	Ann Voskamp	EN	DEVOTIONAL	Como abrir mão do controle e se render?	https://annvoskamp.com/2026/06/how-to-let-go-of-control-surrender/#utm_source=rss&utm_medium=rss&utm_campaign=how-to-let-go-of-control-surrender	2026-06-05T14:21:55+00:00	
https://annvoskamp.com/feed/	Ann Voskamp	EN	DEVOTIONAL	Como Encontrar Esperança em Manhãs Avassaladoras	https://annvoskamp.com/2026/06/how-to-find-hope-on-overwhelming-mornings/#utm_source=rss&utm_medium=rss&utm_campaign=how-to-find-hope-on-overwhelming-mornings	2026-06-01T16:01:58+00:00	
https://annvoskamp.com/feed/	Ann Voskamp	EN	DEVOTIONAL	Só o melhor: Multivitaminas para o seu fim de semana {31/05/2026}	https://annvoskamp.com/2026/05/only-the-good-stuff-multivitamins-for-your-weekend-05-30-2026/#utm_source=rss&utm_medium=rss&utm_campaign=only-the-good-stuff-multivitamins-for-your-weekend-05-30-2026	2026-05-31T22:58:49+00:00	
https://annvoskamp.com/feed/	Ann Voskamp	EN	DEVOTIONAL	Só o melhor: Multivitaminas para o seu fim de semana {23/05/2026}	https://annvoskamp.com/2026/05/only-the-good-stuff-multivitamins-for-your-weekend-05-23-2026/#utm_source=rss&utm_medium=rss&utm_campaign=only-the-good-stuff-multivitamins-for-your-weekend-05-23-2026	2026-05-24T01:02:25+00:00	
https://annvoskamp.com/feed/	Ann Voskamp	EN	DEVOTIONAL	Qual é a chave inesperada que você precisa para redirecionar e transformar sua vida?	https://annvoskamp.com/2026/05/whats-the-unexpected-key-you-need-to-reroute-turn-around-your-one-life-2/#utm_source=rss&utm_medium=rss&utm_campaign=whats-the-unexpected-key-you-need-to-reroute-turn-around-your-one-life-2	2026-05-20T19:07:00+00:00	
https://annvoskamp.com/feed/	Ann Voskamp	EN	DEVOTIONAL	Só o melhor: Multivitaminas para o seu fim de semana {16/05/2026}	https://annvoskamp.com/2026/05/only-the-good-stuff-multivitamins-for-your-weekend-05-16-2026-2/#utm_source=rss&utm_medium=rss&utm_campaign=only-the-good-stuff-multivitamins-for-your-weekend-05-16-2026-2	2026-05-16T20:04:15+00:00	
